V1,V2
X,73076
Y,72692
X,72790
Y,72888
Y,71874
Y,72602
Y,72684
X,72316
X,71938
Y,72642
Y,72212
X,72428
X,72272
Y,76350
Y,72412
X,72294
Y,72652
X,72706
X,124570
X,82524
Y,83840
X,82478
Y,82700
Y,82324
Y,82398
X,82732
X,82576
X,82780
Y,82544
X,82154
Y,83072
Y,82260
X,83250
X,82596
X,82722
Y,83118
Y,82402
Y,82934
X,82466
Y,82488
Y,82964
Y,83060
Y,82740
X,82054
X,82396
X,82414
Y,82030
X,82408
Y,82738
X,82728
Y,82934
X,82546
Y,82284
X,82640
X,82678
X,83146
X,82358
Y,82846
Y,82648
X,82408
X,83124
Y,82868
Y,83530
X,83200
X,82948
X,104172
Y,71452
X,75086
Y,73772
X,74458
Y,74724
Y,73954
Y,74290
X,73730
X,74422
X,74048
X,74984
X,74558
X,74790
Y,74282
X,74858
Y,74934
X,74894
Y,75482
Y,74744
Y,74558
Y,74812
X,74502
Y,74748
Y,75202
X,74742
X,74402
Y,74522
Y,74108
Y,74286
Y,74728
Y,75012
Y,75208
Y,74372
Y,74152
Y,74488
X,74174
Y,74690
Y,73728
X,74852
Y,74596
X,73726
X,74682
X,73928
Y,74246
Y,74392
X,74714
Y,74658
X,74718
X,75356
Y,74818
Y,74418
X,74180
Y,75556
X,74144
X,74324
X,74660
Y,75354
X,74332
Y,73966
Y,74618
X,74320
Y,74866
X,75298
X,74498
X,75054
X,74642
X,75746
Y,75338
X,74790
Y,74614
Y,74184
X,74140
X,74368
Y,75434
X,75134
X,74706
X,74128
X,74870
X,74180
X,74240
X,75004
Y,74934
X,74766
X,74082
X,74124
X,74184
X,74160
Y,75454
X,74086
Y,74062
Y,74306
X,75518
X,73882
X,74062
X,75424
X,74714
X,73862
X,74404
Y,73834
Y,75162
Y,74324
Y,74596
Y,74324
X,74124
X,74464
X,74042
X,74566
X,74086
X,74680
Y,75246
Y,74820
Y,73932
Y,74264
X,74722
X,74054
X,74656
Y,74302
Y,74134
X,74826
X,74132
Y,74818
Y,74118
X,74932
Y,74102
X,75562
Y,74936
Y,74736
Y,74990
Y,75208
X,74162
X,74044
X,73824
Y,73314
Y,74338
X,74766
X,74350
X,74550
Y,74860
Y,74286
X,74672
X,73938
X,73788
Y,74256
Y,75064
X,74348
Y,75484
X,74900
Y,74142
Y,74708
X,74694
Y,74892
X,74602
Y,74802
Y,73964
X,73938
X,74646
Y,74540
X,75166
Y,74938
Y,74770
Y,74310
X,75076
Y,75038
Y,74546
Y,74508
X,74676
Y,74750
Y,73842
X,74132
X,73622
X,73646
X,74392
X,73738
Y,74208
Y,74776
Y,74120
Y,73768
Y,74532
X,74888
X,88468
Y,78028
X,67608
Y,65942
Y,66972
Y,66924
X,66704
X,66982
Y,66008
Y,66082
Y,66486
X,66706
Y,66602
Y,66542
X,66346
Y,66344
X,66586
Y,66326
Y,67144
Y,65898
X,66914
X,67110
X,66532
Y,66656
X,66404
X,66324
X,66278
Y,66698
Y,66020
X,66304
X,65924
X,66156
Y,66566
X,66884
Y,66876
Y,66478
Y,67006
X,65866
X,66236
X,66178
Y,66954
X,68602
X,67152
X,67932
X,66788
Y,66556
X,66526
X,66446
X,66806
Y,66566
Y,66314
Y,66808
X,66404
Y,66194
X,65838
Y,66588
Y,66886
X,66306
Y,66502
X,66834
Y,67572
Y,66414
Y,67152
Y,66578
X,66716
X,66868
X,66486
Y,66548
X,66352
X,66616
X,66578
X,66570
X,66480
Y,66488
Y,66504
X,67892
Y,67364
Y,66512
X,67274
X,66760
X,66518
Y,66624
Y,66610
X,66756
X,66776
Y,67192
Y,66768
X,66272
Y,66194
Y,66654
Y,66778
Y,66508
X,66460
Y,66086
X,66796
Y,66380
X,66782
X,67628
X,66970
X,66384
Y,67288
Y,66756
Y,66702
Y,66238
Y,67280
X,66972
Y,66520
X,67230
Y,66798
Y,66094
X,66408
X,66292
Y,67048
Y,67408
Y,66516
Y,66358
Y,66468
Y,66672
Y,66754
X,66316
Y,67098
X,66110
X,66030
X,66450
Y,65822
Y,66550
X,66158
X,66154
X,66492
X,66388
Y,66082
Y,66624
X,67330
X,66704
Y,66088
X,66414
Y,66192
X,66420
X,66922
Y,67740
X,66206
Y,66588
X,66172
X,65494
X,66260
X,66308
X,66856
Y,66636
Y,65866
X,66322
Y,66598
X,66636
Y,66462
X,66558
X,66666
X,67040
X,66790
Y,66556
X,66382
X,66158
Y,67040
X,66492
Y,66562
Y,65788
Y,66588
X,66908
Y,67500
X,66538
X,66366
X,66658
X,66446
X,66864
Y,67194
Y,66740
X,66760
X,66540
X,66388
Y,66456
Y,66940
Y,66378
X,66660
X,66890
X,66682
X,66234
Y,66548
Y,66814
X,67002
X,66524
X,66718
Y,65806
X,66358
X,66784
Y,66902
X,66976
X,66470
Y,66456
Y,66598
Y,66418
X,66400
X,66476
X,66498
Y,66476
X,78272
X,69650
Y,67026
X,66458
Y,66522
Y,66548
X,66906
X,66640
Y,66652
X,66506
X,65840
X,65938
Y,66146
Y,66582
Y,66804
X,66222
X,66672
Y,67038
Y,66350
X,66192
X,66036
Y,66586
Y,66818
X,66852
Y,66314
X,65802
X,66896
X,66720
Y,67164
Y,66278
Y,66324
X,66430
X,66900
Y,67466
Y,66630
Y,66862
Y,67324
Y,66740
X,65968
X,66736
Y,66652
X,66566
Y,67314
X,66760
X,66354
X,65982
Y,66152
X,67140
X,66730
Y,66918
X,66584
Y,66450
Y,66074
X,66202
X,66138
X,66242
X,66214
X,66704
Y,67084
Y,66628
Y,66528
Y,66674
X,66446
X,66808
X,66528
Y,67000
Y,66868
Y,66368
Y,66888
Y,66176
X,67402
X,66466
X,66962
Y,66726
X,66496
X,65998
X,67148
Y,66842
Y,66752
X,66842
X,66038
Y,66564
Y,66162
Y,66284
X,67186
X,67266
Y,67108
X,66626
X,66664
X,66560
Y,66916
X,66910
X,66534
Y,66178
Y,66462
Y,67496
X,66546
X,67142
X,67144
X,66396
Y,66884
Y,66432
X,66740
Y,66676
X,66874
Y,66882
Y,66724
X,66094
X,66484
Y,66222
Y,66454
Y,66376
X,68196
Y,67066
Y,66460
Y,66524
Y,66466
X,66440
X,65968
X,67308
Y,66656
Y,66794
X,66992
X,67382
Y,66100
X,66426
X,67034
Y,66478
Y,66958
X,67528
Y,66484
Y,66574
Y,66430
Y,66536
X,66918
Y,66364
X,66390
X,66416
Y,65728
X,66394
Y,66640
X,66726
Y,66614
X,66754
X,66780
X,66708
X,66330
Y,67392
X,66666
Y,66304
Y,66458
Y,67046
X,66670
X,65924
Y,67034
Y,66770
Y,66370
Y,66484
Y,66768
X,66204
Y,66408
Y,67844
X,66788
Y,66226
X,66274
X,65980
Y,65904
Y,66720
X,66238
X,66796
Y,66200
X,65908
X,66458
X,66502
X,66208
X,66478
X,66170
X,66768
X,65994
Y,66166
X,67056
Y,66826
X,66832
X,66520
X,66504
Y,65884
Y,66968
Y,67188
Y,66172
X,67186
Y,67078
Y,67426
Y,66278
X,66702
X,66678
Y,66500
Y,66746
Y,65848
X,66206
X,66962
X,66670
X,66640
X,84996
Y,67388
Y,66700
Y,66942
X,67092
X,66092
X,66130
X,65792
X,67260
Y,66858
X,66206
X,65836
X,66616
Y,66018
X,66164
Y,66430
Y,67572
X,67028
Y,66358
Y,66240
Y,66752
Y,66376
X,67218
Y,66776
Y,66216
Y,65960
Y,67332
Y,66692
X,66646
Y,67698
X,66878
X,67264
X,66348
X,65954
X,66348
X,67446
X,66578
X,66328
X,66440
X,65614
X,66188
Y,66098
X,66840
X,66414
X,66864
X,66512
Y,66772
Y,66074
X,66440
Y,66366
Y,66572
Y,66518
X,66614
Y,66330
Y,66778
X,67262
Y,66804
X,67088
X,67050
X,66508
X,65690
Y,66378
X,66052
Y,66236
X,67240
X,66944
X,66608
X,66416
X,66098
Y,66424
Y,66150
Y,66736
X,66508
X,66928
X,66434
X,66172
X,66572
X,66830
X,67188
X,67480
Y,66504
Y,66312
X,65920
X,66302
X,66736
X,67126
Y,67110
Y,67500
X,66182
X,65570
X,66376
X,65686
Y,67532
Y,66496
Y,66838
X,66058
X,66584
X,65994
Y,66492
Y,66712
Y,66404
Y,66866
Y,67238
X,66150
Y,66650
X,66724
Y,67198
Y,66014
Y,66368
X,66428
X,66356
Y,66702
Y,66780
X,67352
Y,66006
X,66228
Y,66958
X,66390
Y,66348
Y,66790
Y,66862
X,66188
X,65972
Y,66320
X,66730
Y,66330
X,66004
X,66890
Y,66558
Y,66634
X,66406
X,66044
X,67656
Y,66250
Y,66744
X,66862
Y,65928
X,66654
X,66258
Y,66306
X,65824
Y,66808
Y,66374
Y,66472
X,66686
X,66704
Y,66340
Y,66628
X,66972
X,66950
Y,66510
X,67188
Y,66950
X,66362
Y,66108
Y,66912
X,66466
Y,66424
Y,66388
Y,66618
X,66234
X,66156
Y,67154
X,66008
Y,65852
Y,65836
Y,66292
X,66544
X,67266
Y,66390
Y,65762
X,65868
Y,66188
X,66126
X,65946
X,66592
X,66886
Y,66402
Y,66160
X,66106
Y,66820
X,66890
X,66456
Y,69576
X,67094
Y,67528
Y,66388
Y,66636
Y,66432
X,66270
Y,66658
X,66822
Y,65622
X,66376
X,66458
X,66918
X,66508
X,67044
X,66518
X,66312
X,66166
Y,77876
X,70660
X,65878
Y,66978
X,66798
X,67218
Y,66082
X,66562
Y,66698
X,66920
X,66468
X,66518
Y,65914
X,67002
X,66908
X,66066
X,65910
X,66708
Y,66096
Y,66348
Y,66284
Y,66532
Y,66474
Y,66092
Y,67668
Y,66908
X,66146
X,66098
Y,66100
Y,66046
X,65944
X,66710
Y,66322
Y,66198
X,66240
Y,66576
Y,66658
Y,67470
X,66352
Y,66828
X,66442
X,66302
X,66532
Y,66814
Y,67110
Y,66770
Y,67412
Y,66814
Y,66270
Y,66698
Y,66630
X,66168
X,66284
Y,66704
X,67186
X,66186
Y,66442
X,66228
Y,66228
X,66922
X,66290
X,66546
Y,67634
X,66064
X,66342
X,66604
Y,66902
Y,66262
X,66758
X,66424
Y,66256
Y,66622
Y,66384
Y,66452
Y,66292
Y,66642
Y,66810
Y,66806
X,66854
X,66564
X,66482
Y,66456
Y,66820
Y,67160
Y,66048
X,66100
Y,66114
X,67098
Y,66108
X,66832
X,66812
X,66634
X,66450
X,66476
Y,66126
X,66424
X,66530
Y,66272
X,66114
Y,66510
Y,67148
Y,66688
X,66530
X,67630
Y,66842
Y,66126
X,66616
X,66762
Y,66554
X,66530
X,67538
X,66858
X,66238
Y,66518
X,66016
X,67600
X,65954
Y,67214
Y,66432
Y,66476
X,65862
X,67158
X,66626
Y,66798
Y,66100
Y,66760
X,65824
Y,66250
X,66102
X,66966
Y,66274
Y,66486
X,66394
Y,67540
Y,65852
Y,67334
Y,67250
Y,66918
X,67240
Y,66588
X,66692
Y,66800
X,67260
X,68324
X,67202
X,66774
Y,66580
X,66326
X,66404
X,66230
X,66924
Y,66672
X,66030
Y,66130
X,66018
X,66384
Y,66494
X,67078
Y,67138
X,66384
Y,65766
X,66722
X,66702
Y,66612
Y,66804
Y,66642
X,66696
X,66698
Y,67154
X,66652
X,66526
X,67012
X,66816
X,66258
Y,67170
X,66400
Y,67300
Y,66974
Y,65958
X,66592
X,66792
Y,65722
Y,66598
X,66314
X,66084
Y,66636
X,66606
X,66156
Y,66116
X,66142
Y,66360
X,66598
Y,66842
X,66470
Y,66556
X,66392
Y,67474
Y,66546
X,66214
X,67262
Y,66710
X,66406
X,76306
Y,69824
Y,66462
Y,66556
Y,67998
Y,66892
X,66900
Y,66488
X,66588
X,67008
X,66934
Y,66830
Y,67488
Y,67308
Y,66102
Y,66640
Y,66324
X,66672
Y,67088
X,67108
Y,66768
Y,65818
X,66298
X,66748
X,66106
X,66934
Y,66824
Y,66236
Y,66684
X,66822
Y,67486
X,67220
X,67026
X,66660
Y,66860
Y,66452
Y,67566
Y,66452
X,65984
X,66688
Y,66984
Y,66734
Y,66184
X,66954
Y,66598
Y,66192
Y,66608
Y,66944
Y,66934
Y,66612
Y,66404
Y,66978
X,66798
Y,68212
X,67324
Y,66916
X,66368
X,66536
Y,66644
Y,66534
Y,67278
Y,67334
Y,67700
X,66846
X,66306
Y,67344
X,66380
Y,67178
Y,67388
Y,67376
Y,66122
Y,66140
Y,66918
X,66950
X,66860
X,66676
X,66912
X,66120
X,66112
X,65982
X,66382
Y,67246
Y,66304
Y,66408
Y,66372
Y,66202
X,66896
Y,67020
Y,67404
Y,66060
X,66462
X,66060
X,66426
X,66258
X,66808
X,67036
X,66674
X,66618
Y,66488
Y,67628
Y,67766
X,66370
Y,66352
Y,66066
Y,66184
X,66294
X,65762
Y,66830
Y,66160
Y,66398
X,66462
Y,66566
Y,66620
X,66014
Y,65840
Y,66460
Y,66628
X,66876
Y,66368
Y,66162
Y,66566
Y,66318
X,66658
Y,67502
X,66472
Y,66734
X,67108
Y,66486
Y,66366
Y,66552
Y,66452
X,66532
Y,67670
X,66796
X,65610
Y,66954
Y,66092
Y,67356
Y,66922
Y,66714
X,66274
X,66772
X,66480
Y,66418
X,67082
X,66988
Y,66950
X,66124
Y,66600
Y,66518
Y,66466
X,66910
X,67376
X,65990
X,66264
X,65720
X,66534
Y,66616
Y,66698
X,66084
X,66018
Y,65838
X,66304
X,66054
X,67042
Y,66920
X,66606
X,66488
X,65766
Y,65832
Y,66744
Y,66646
Y,66492
Y,66536
Y,66750
X,66146
Y,65962
Y,66604
Y,66368
X,67080
Y,66612
X,66172
Y,66534
X,66766
Y,66968
X,66686
X,67108
Y,67182
Y,67146
Y,67320
X,66700
X,67074
X,65998
X,66994
X,66356
Y,66642
Y,66896
X,66980
X,66564
X,66582
Y,66836
X,66892
Y,79080
Y,69314
X,66124
X,67296
Y,66370
X,66696
X,66756
X,66414
X,66246
X,66116
Y,66416
X,65790
X,66384
X,66038
X,65988
X,66282
Y,66716
X,66444
Y,66162
X,67120
Y,67326
Y,66350
Y,66274
Y,67154
X,66912
Y,66586
Y,67274
X,67164
X,66960
X,66944
X,66462
X,66752
X,66836
Y,66758
X,66292
X,66546
X,66866
X,66324
X,67100
Y,67114
Y,66674
Y,66960
X,67360
X,66088
X,66600
Y,66840
Y,66146
X,66772
Y,67224
X,66538
Y,66162
Y,66750
X,66728
X,66120
Y,65978
Y,66540
Y,67212
X,67160
Y,67176
Y,66814
Y,66428
Y,66464
Y,66636
Y,66602
Y,66226
Y,65536
Y,66186
X,66404
X,67470
X,67082
X,66358
Y,66482
X,65938
Y,66820
X,66886
Y,66634
Y,67698
Y,67002
X,66838
X,66810
Y,66850
X,67076
X,66756
X,66970
X,66614
X,66384
Y,66430
Y,66110
Y,65882
X,66882
Y,67322
X,66798
Y,66424
X,66458
X,66430
Y,67050
X,66924
Y,66286
Y,66198
Y,66688
X,66042
X,66678
X,66272
X,66456
Y,66268
X,66310
X,65942
X,66454
Y,66514
X,67468
Y,66800
Y,66372
Y,67052
X,66404
X,66648
X,66786
X,66692
Y,66770
X,66646
Y,66338
Y,66836
X,66404
X,67012
X,66730
X,68008
Y,67082
X,66982
Y,66420
X,66984
X,66604
Y,66048
X,67086
X,66054
X,66574
Y,67796
X,66924
Y,66764
Y,67204
Y,66880
Y,66710
X,66824
X,66730
Y,66520
X,66368
X,66280
Y,67062
Y,66638
Y,66910
Y,66482
Y,66376
X,66402
X,66656
Y,67760
X,66676
Y,67120
Y,66956
Y,66020
X,66194
Y,66364
Y,66720
X,66162
X,66922
X,67286
Y,66724
X,66372
Y,66976
Y,66718
X,66386
Y,66470
Y,66556
X,66288
Y,67168
Y,66614
X,67074
Y,67008
X,66628
Y,66664
Y,66340
Y,66184
X,66716
X,67132
X,66204
Y,66490
Y,66490
Y,66504
Y,66564
Y,67628
X,67842
X,66564
Y,67024
X,66516
Y,66854
X,66694
Y,66756
X,67424
Y,66926
X,66564
X,66488
Y,66204
X,66244
Y,66168
X,66992
X,70094
Y,66722
X,66348
Y,66530
Y,65830
X,66428
X,66526
Y,66482
X,66422
Y,66670
Y,66536
X,66722
X,66594
Y,66980
Y,66680
Y,65900
Y,67404
Y,66448
Y,66194
Y,66724
X,66968
Y,66470
Y,66682
X,66402
Y,66744
X,66030
X,66592
Y,66408
Y,66528
X,66894
X,66432
X,66666
X,67100
X,66254
Y,66884
Y,66924
X,66026
X,66534
X,66494
Y,66462
X,67042
Y,67108
X,66796
Y,67016
Y,66492
Y,67104
X,66096
X,67180
Y,67922
X,66820
X,66362
X,66204
X,66160
Y,66478
X,66564
Y,66410
X,66486
Y,65956
X,66022
X,66198
Y,66226
X,66202
Y,66340
X,66640
X,67040
Y,66094
X,66598
X,66312
Y,66616
X,67478
Y,67042
X,66156
Y,66366
Y,66822
X,66416
X,66198
Y,66560
Y,66840
Y,66822
Y,66668
Y,67660
X,66900
X,66576
X,67766
X,66532
X,66222
Y,66540
Y,66492
Y,66538
X,66410
X,66560
X,66738
X,66496
Y,66582
X,66224
X,66752
X,66354
X,66518
Y,67060
Y,66404
Y,66600
X,66072
X,66918
Y,66756
X,66520
Y,67098
Y,67196
X,65616
Y,66430
X,66160
X,66036
Y,66288
X,67044
X,66928
Y,66750
Y,66410
X,66040
X,67262
Y,67062
Y,67130
Y,66394
X,66594
Y,65938
X,66566
X,66520
X,67056
Y,66752
Y,66424
X,66580
Y,66516
Y,66304
X,66942
Y,66862
X,66568
Y,66714
Y,66572
X,66802
X,67342
X,66950
Y,67142
Y,67082
Y,66916
X,66772
X,66048
Y,67592
Y,66808
Y,67282
X,66932
X,66348
Y,66124
Y,66636
X,65830
X,65586
Y,66634
Y,66556
X,66642
X,66230
X,66280
X,66620
X,67010
X,66602
Y,66546
X,66640
Y,66554
Y,66194
X,66338
Y,65948
Y,66250
X,66972
Y,66688
Y,66780
Y,66986
X,66484
X,67108
Y,66516
Y,66674
X,67024
X,66972
Y,66284
X,66128
X,66120
Y,67032
Y,67006
X,66846
Y,66606
Y,66624
Y,66304
Y,66866
X,66840
X,66728
X,67176
Y,66982
X,66782
Y,66714
Y,66528
Y,68590
Y,67182
Y,67182
Y,67634
X,66386
Y,66528
Y,77416
X,69090
Y,66978
Y,66532
Y,66286
X,66504
Y,66544
X,66760
X,66646
X,66420
X,66672
Y,66502
X,66478
Y,66342
Y,66294
X,67340
X,66662
Y,66340
X,66958
X,66282
X,66608
X,66710
X,66420
X,67312
X,65920
Y,66310
Y,65864
X,66230
Y,67276
Y,66350
Y,66384
Y,67060
Y,67464
Y,66976
X,66982
X,66300
X,67266
Y,66820
Y,66278
X,66952
X,66714
Y,66060
Y,66420
Y,66380
X,67212
Y,66754
X,66206
Y,65910
X,67022
Y,66598
X,67178
X,66892
X,66556
X,66720
X,66188
Y,66970
Y,66832
X,67342
Y,66648
X,66208
Y,66916
X,66082
X,66356
X,66348
Y,67046
Y,66946
Y,66244
Y,66610
X,66408
X,66702
Y,66712
X,67344
X,67038
Y,66890
Y,66262
X,66160
X,67184
X,66144
X,66464
Y,66236
X,66380
X,66206
Y,65998
X,66082
Y,66616
X,66582
Y,66762
X,66018
Y,66426
Y,66414
X,66482
X,67392
X,67034
Y,67152
Y,66396
X,66840
X,67186
Y,66980
Y,66732
Y,66266
Y,66488
Y,66910
X,66656
Y,67486
Y,67010
X,66596
Y,66932
Y,66766
X,66798
X,66404
X,66616
X,66356
Y,66198
X,66814
X,66152
Y,66556
X,66028
Y,66074
Y,66776
X,66212
X,67054
X,66484
X,66200
Y,66912
Y,66784
Y,67098
X,66802
X,66624
X,67224
Y,67648
Y,66242
Y,66718
Y,66226
Y,66836
Y,66436
X,67174
Y,66678
Y,66364
X,66422
Y,66098
X,66548
X,66708
Y,66512
X,66594
Y,66622
Y,66378
X,65754
Y,66310
Y,68008
Y,66536
X,66718
Y,66314
X,66430
Y,66558
X,67492
X,67108
X,65994
X,66686
X,65974
X,66668
X,66624
X,67000
X,66850
Y,67112
Y,66832
Y,66448
Y,66608
Y,67534
Y,67202
Y,66270
Y,66250
Y,66430
X,66704
Y,66402
Y,66160
X,66440
X,66666
Y,66516
Y,66416
Y,66722
Y,66296
Y,67134
Y,67004
X,66820
X,66340
Y,66420
Y,66534
Y,66970
X,66656
Y,66688
Y,66886
Y,67048
Y,66600
X,66460
X,66062
X,66252
X,66434
Y,66908
X,66322
Y,67724
Y,66526
Y,66872
X,77848
X,68196
X,67414
X,66752
X,66628
Y,67142
Y,66740
Y,66778
X,66508
X,66388
Y,67006
X,66886
X,66484
X,66508
Y,66682
X,66424
Y,66988
X,66506
Y,66928
X,66466
Y,66460
Y,66376
X,67852
X,67034
Y,66594
Y,66674
X,66736
Y,66390
Y,66056
Y,67724
Y,67342
X,67248
Y,66718
X,66680
X,66808
Y,66322
Y,67088
Y,67088
Y,67156
Y,67110
X,66520
X,66846
Y,66916
X,66214
Y,67028
Y,66420
Y,66610
X,66344
X,66438
Y,65954
X,66198
Y,66892
Y,66788
Y,66508
Y,66552
X,66390
X,65496
X,67124
X,66530
X,66074
X,66958
X,67426
X,66630
Y,66304
X,66366
Y,68226
Y,67092
X,66768
Y,67442
X,66282
X,65688
Y,66054
Y,67034
X,66400
X,66856
X,66176
Y,66236
Y,66456
X,66110
X,67438
X,66764
Y,66472
X,66354
X,66418
Y,66630
Y,66960
Y,67340
X,66836
X,66258
Y,66222
X,66846
X,66420
X,66996
X,67458
X,66416
Y,66886
X,65594
Y,65932
Y,66704
X,66874
Y,66710
Y,66004
X,67154
Y,66224
X,66658
Y,66236
Y,65952
X,66426
Y,66498
Y,66192
X,67750
Y,66408
X,67160
Y,66482
Y,66762
Y,65784
Y,66368
X,66534
Y,67066
Y,66436
Y,66022
Y,66650
X,66324
Y,67252
X,66252
Y,67456
Y,67050
X,66092
X,66982
X,66372
X,66334
Y,66832
X,66480
X,66046
X,65900
Y,66888
Y,67210
X,66598
X,66716
Y,66050
Y,66546
X,66220
X,66666
Y,66392
Y,66282
X,66332
X,66346
Y,66818
Y,66056
Y,66920
X,66778
Y,67120
X,66448
Y,66380
X,66880
Y,66736
X,67356
X,67124
X,66372
X,66282
X,66060
X,66192
X,66340
Y,67550
Y,66564
X,66806
Y,66348
X,66666
Y,65990
Y,66468
Y,67528
X,66368
Y,66130
Y,66982
X,66750
X,66340
X,66718
X,66602
Y,67314
X,66712
Y,66804
X,67160
Y,67194
Y,67306
Y,66952
Y,66924
X,66516
Y,67084
X,66294
Y,67782
Y,66482
Y,67066
Y,66902
X,66914
Y,66356
X,66510
X,66464
Y,66332
X,66586
X,66972
X,66354
Y,78326
Y,71096
X,67070
X,66914
X,66556
X,65970
X,67056
X,66562
X,66404
Y,66774
X,65712
Y,66726
Y,66880
X,67190
Y,66990
X,67286
Y,66822
X,67310
X,66854
Y,67014
X,67682
Y,66342
Y,66574
X,66778
Y,66340
Y,66902
X,66698
Y,66340
Y,66386
Y,66354
X,67076
Y,66576
X,66760
Y,66756
Y,66514
Y,66616
X,67080
Y,66514
Y,66208
Y,66718
Y,66246
Y,66770
X,66456
Y,67660
Y,66056
Y,66648
Y,66672
Y,66534
X,66898
X,66986
Y,66562
Y,66082
X,67058
Y,67206
X,66408
Y,66384
X,66006
Y,66516
X,66020
Y,66446
Y,66694
X,66956
X,66612
Y,65930
Y,66178
Y,66604
X,66436
X,66892
X,67908
Y,66568
X,66698
Y,66466
X,66174
X,66448
Y,66356
X,66588
Y,66542
Y,67134
Y,66784
Y,66442
Y,66550
X,66456
X,66214
X,66516
X,66904
X,66950
X,66160
Y,67028
Y,66462
X,66914
X,66498
Y,66318
Y,66402
Y,66796
Y,66778
Y,66564
X,66832
X,66458
Y,66320
Y,66720
X,66616
X,66024
X,66808
Y,67036
Y,66966
Y,66526
Y,66674
X,66516
Y,66694
X,67236
Y,66250
Y,66526
X,66460
X,66688
X,66354
Y,66558
Y,66946
X,66888
Y,66186
X,66498
X,66468
X,66928
X,66988
Y,66996
X,66246
X,66656
Y,66394
X,66006
X,65892
X,66452
X,66602
X,66626
X,66776
X,66228
X,66266
X,66372
X,66748
Y,67482
X,68032
X,66740
Y,66276
Y,66956
Y,66964
Y,66414
Y,67182
X,66986
Y,66534
Y,66708
X,66896
Y,66844
Y,66944
Y,67364
Y,66372
X,66726
Y,66422
Y,66434
X,66250
Y,66628
Y,67432
X,67230
Y,66532
Y,66416
X,66298
X,66988
X,66258
X,66826
X,66376
X,65836
Y,65890
X,66276
Y,66348
Y,66514
Y,66434
X,67124
Y,66926
Y,66010
X,66670
X,66536
X,66498
X,66886
X,66970
Y,66368
Y,66108
Y,66292
Y,66228
X,66572
X,66790
Y,67422
X,66646
X,66294
X,66318
X,66242
Y,66000
Y,66482
X,66626
Y,66450
Y,66352
Y,65868
X,66144
X,66700
Y,66634
X,66704
X,78116
X,69542
Y,66308
X,67112
Y,66960
X,67328
X,66374
X,66018
X,66340
X,66490
X,66954
X,66998
X,66218
Y,66610
Y,66514
Y,66542
Y,66210
Y,66240
X,67124
Y,67102
X,66530
X,65912
X,66650
